province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,total_households,population_total,population_male,population_female,average_household_size,sex_ratio,total_population_10_years_and_older,male_population_10_years_and_older,female_population_10_years_and_older,total_usually_economically_active_employed,male_usually_economically_active_employed,female_usually_economically_active_employed,total_usually_economically_active_unemployed,male_usually_economically_active_unemployed,female_usually_economically_active_unemployed,total_not_usually_economically_active,male_not_usually_economically_active,female_not_usually_economically_active,total_not_economically_active,male_not_economically_active,female_not_economically_active,total_economic_activity_not_stated,male_economic_activity_not_stated,female_economic_activity_not_stated,total_all_ages,total_00_04_yrs,total_05_09_yrs,total_10_14_yrs,total_15_19_yrs,total_20_24_yrs,total_25_29_yrs,total_30_34_yrs,total_35_39_yrs,total_40_44_yrs,total_45_49_yrs,total_50_54_yrs,total_55_59_yrs,total_60_64_yrs,total_65_69_yrs,total_70_74_yrs,total_75_79_yrs,total_80_84_yrs,total_85_89_yrs,total_90_94_yrs,total_95plus_yrs,male_all_ages,male_00_04_yrs,male_05_09_yrs,male_10_14_yrs,male_15_19_yrs,male_20_24_yrs,male_25_29_yrs,male_30_34_yrs,male_35_39_yrs,male_40_44_yrs,male_45_49_yrs,male_50_54_yrs,male_55_59_yrs,male_60_64_yrs,male_65_69_yrs,male_70_74_yrs,male_75_79_yrs,male_80_84_yrs,male_85_89_yrs,male_90_94_yrs,male_95plus_yrs,female_all_ages,female_00_04_yrs,female_05_09_yrs,female_10_14_yrs,female_15_19_yrs,female_20_24_yrs,female_25_29_yrs,female_30_34_yrs,female_35_39_yrs,female_40_44_yrs,female_45_49_yrs,female_50_54_yrs,female_55_59_yrs,female_60_64_yrs,female_65_69_yrs,female_70_74_yrs,female_75_79_yrs,female_80_84_yrs,female_85_89_yrs,female_90_94_yrs,female_95plus_yrs,total_children_5_17,male_children_5_17,female_children_5_17,currently_attending_school_male,currently_attending_school_female,oos_ever_attended_school_male,oos_ever_attended_school_female,oos_never_attended_school_male,oos_never_attended_school_female,currently_attending_school_total_pc,currently_attending_school_male_pc,currently_attending_school_female_pc,oos_ever_attended_school_total_pc,oos_ever_attended_school_male_pc,oos_ever_attended_school_female_pc,oos_never_attended_school_total_pc,oos_never_attended_school_male_pc,oos_never_attended_school_female_pc,population_15plus_total,population_15plus_male,population_15plus_female,literate_population_total,literate_population_male,literate_population_female,literacy_rate_total,literacy_rate_male,literacy_rate_female,population_0_14,population_15_64,population_65plus,child_dependency_ratio,elderly_dependency_ratio,total_dependency_ratio,population_5plus_total,population_5plus_male,population_5plus_female,education_level_illiterate_male,education_level_illiterate_female,education_level_early_childhood_male,education_level_early_childhood_female,education_level_basic_level_male,education_level_basic_level_female,education_level_secondary_male,education_level_secondary_female,education_level_higher_education_male,education_level_higher_education_female,education_level_other_male,education_level_other_female,education_level_illiterate_pc_total,education_level_illiterate_pc_male,education_level_illiterate_pc_female,education_level_early_childhood_pc_total,education_level_early_childhood_pc_male,education_level_early_childhood_pc_female,education_level_basic_level_pc_total,education_level_basic_level_pc_male,education_level_basic_level_pc_female,education_level_secondary_pc_total,education_level_secondary_pc_male,education_level_secondary_pc_female,education_level_higher_education_pc_total,education_level_higher_education_pc_male,education_level_higher_education_pc_female,education_level_other_pc_total,education_level_other_pc_male,education_level_other_pc_female,population_urban,population_peri_urban,population_rural,population_pc_urban,population_pc_peri_urban,population_pc_rural,population_20_24_total,population_20_24_male,population_20_24_female,population_married_before_18_total,population_married_before_18_male,population_married_before_18_female,child_marriage_rate_total,child_marriage_rate_male,child_marriage_rate_female,total_population,population_with_disabilities,population_without_disabilities,population_disability_not_reported,disability_prevlance_rate,population_density
Gandaki,Lamjung,Sundarbazar,NP04,NP0437,NP0437303,7829,27043,12511,14532,3.4542087112019413,86.09276080374346,23301,10485,12816,9055,4739,4316,967,451,516,4341,1569,2772,8721,3626,5095,217,100,117,27043,1590,2152,2440,2560,2184,2115,1924,1897,1624,1477,1671,1370,1290,943,821,504,300,112,42,27,12511,879,1147,1242,1315,969,835,748,767,715,674,768,633,595,421,351,228,141,49,22,12,14532,711,1005,1198,1245,1215,1280,1176,1130,909,803,903,737,695,522,470,276,159,63,20,15,6073,3150,2923,3027,2819,95,78,25,25,96.26,96.1,96.44,2.85,3.02,2.67,0.82,0.79,0.86,20861,9243,11618,16190,8053,8137,77.61,87.13,70.04,6182,18112,2749,34.13,15.18,49.31,25453,11632,13821,1218,3502,386,299,4337,4492,4625,4298,813,737,253,493,18.54,10.47,25.34,2.69,3.32,2.16,34.69,37.29,32.5,35.06,39.76,31.1,6.09,6.99,5.33,2.93,2.18,3.57,6486,9833,10724,23.98,36.36,39.66,2184,969,1215,247,27,220,11.31,2.79,18.11,27043,687,26292,64,2.54,NA
Gandaki,Lamjung,Rainas,NP04,NP0437,NP0437304,4961,17402,8202,9200,3.507760532150776,89.15217391304347,15081,6942,8139,6166,3121,3045,585,341,244,3599,1393,2206,4684,2067,2617,47,20,27,17402,1045,1276,1456,1590,1378,1202,1081,1062,1043,996,1211,1012,917,815,593,345,193,124,44,19,8202,573,687,718,804,637,537,488,404,443,428,571,484,434,367,278,181,92,56,15,5,9200,472,589,738,786,741,665,593,658,600,568,640,528,483,448,315,164,101,68,29,14,3678,1882,1796,1784,1724,80,56,15,12,95.38,94.79,95.99,3.7,4.25,3.12,0.73,0.8,0.67,13625,6224,7401,9773,5077,4696,71.73,81.57,63.45,3777,11492,2133,32.87,18.56,51.43,16357,7629,8728,1178,2726,174,139,3290,3111,2426,2046,339,275,222,431,23.87,15.44,31.23,1.91,2.28,1.59,39.13,43.12,35.64,27.34,31.8,23.44,3.75,4.44,3.15,3.99,2.91,4.94,6427,0,10975,36.93,0,63.07,1378,637,741,206,24,182,14.95,3.77,24.56,17402,586,16813,3,3.37,NA
Gandaki,Lamjung,Dudhapokhari,NP04,NP0437,NP0437404,2469,8592,4179,4413,3.479951397326853,94.6974847042828,7468,3619,3849,4028,2098,1930,216,141,75,961,426,535,2235,935,1300,28,19,9,8592,555,569,645,644,661,599,491,495,434,454,551,520,549,475,404,262,168,74,30,12,4179,288,272,289,339,323,324,260,237,194,195,254,239,265,244,173,144,82,40,13,4,4413,267,297,356,305,338,275,231,258,240,259,297,281,284,231,231,118,86,34,17,8,1630,786,844,717,795,53,38,16,9,92.76,91.22,94.19,5.58,6.74,4.5,1.53,2.04,1.07,6823,3330,3493,4423,2524,1899,64.82,75.8,54.37,1769,5398,1425,32.77,26.4,59.17,8037,3891,4146,821,1611,71,93,1715,1358,996,768,71,44,217,272,30.26,21.1,38.86,2.04,1.82,2.24,38.24,44.08,32.75,21.95,25.6,18.52,1.43,1.82,1.06,6.08,5.58,6.56,0,0,8592,0,0,100,661,323,338,70,7,63,10.59,2.17,18.64,8592,511,8080,1,5.95,NA
Gandaki,Tanahu,Bhanu,NP04,NP0440,NP0440303,12705,42794,19517,23277,3.368280204643841,83.8467156420501,36715,16304,20411,16842,8155,8687,1301,758,543,7727,2702,5025,10538,4554,5984,307,135,172,42794,2815,3264,3719,3653,3219,3234,2956,2756,2489,2318,2628,2371,2266,1891,1510,903,451,237,83,31,19517,1475,1738,1858,1824,1334,1308,1178,1115,1059,956,1161,1101,1021,885,704,417,211,122,42,8,23277,1340,1526,1861,1829,1885,1926,1778,1641,1430,1362,1467,1270,1245,1006,806,486,240,115,41,23,9182,4686,4496,4412,4233,198,192,46,35,94.15,94.15,94.15,4.25,4.23,4.27,0.88,0.98,0.78,32996,14446,18550,24210,12231,11979,73.37,84.67,64.58,9798,27890,5106,35.13,18.31,53.44,39979,18042,21937,2283,6624,475,366,7988,7775,6098,5705,711,656,487,811,22.28,12.65,30.2,2.1,2.63,1.67,39.43,44.27,35.44,29.52,33.8,26.01,3.42,3.94,2.99,3.25,2.7,3.7,15406,0,27388,36,0,64,3219,1334,1885,555,58,497,17.24,4.35,26.37,42794,1238,41437,119,2.89,NA
Gandaki,Tanahu,Byas,NP04,NP0440,NP0440302,22585,78939,36157,42782,3.4951959264998895,84.51451545042308,66815,29664,37151,30899,15455,15444,2229,1125,1104,9524,3431,6093,23812,9491,14321,351,162,189,78939,5274,6850,7281,8268,7243,6769,6189,5778,5050,4239,4037,3091,2942,2169,1700,1079,551,285,101,43,36157,2795,3698,3822,4263,3007,2548,2317,2261,2154,1892,1899,1448,1348,1012,764,464,274,129,41,21,42782,2479,3152,3459,4005,4236,4221,3872,3517,2896,2347,2138,1643,1594,1157,936,615,277,156,60,22,18990,10013,8977,9448,8549,436,357,79,52,94.77,94.36,95.23,4.18,4.35,3.98,0.69,0.79,0.58,59534,25842,33692,49007,23226,25781,82.32,89.88,76.52,19405,53606,5928,36.2,11.06,47.26,73665,33362,40303,2750,8012,1115,918,14308,14892,12453,12893,1921,2041,815,1547,14.61,8.24,19.88,2.76,3.34,2.28,39.64,42.89,36.95,34.41,37.33,31.99,5.38,5.76,5.06,3.21,2.44,3.84,34056,15277,29606,43.14,19.35,37.5,7243,3007,4236,984,120,864,13.59,3.99,20.4,78939,1695,77162,82,2.15,NA
Gandaki,Tanahu,Myagde,NP04,NP0440,NP0440401,6515,23578,10882,12696,3.61903300076746,85.71203528670446,19981,9008,10973,9726,4664,5062,574,358,216,3937,1569,2368,5423,2226,3197,321,191,130,23578,1592,2005,2086,2280,2113,1962,1671,1575,1386,1310,1253,1123,1127,823,572,374,187,95,29,15,10882,829,1045,1083,1123,958,790,711,628,595,545,560,510,539,389,246,175,91,45,15,5,12696,763,960,1003,1157,1155,1172,960,947,791,765,693,613,588,434,326,199,96,50,14,10,5465,2805,2660,2650,2558,135,88,13,8,95.3,94.47,96.17,4.08,4.81,3.31,0.38,0.46,0.3,17895,7925,9970,14040,6906,7134,78.46,87.14,71.55,5683,15800,2095,35.97,13.26,49.23,21986,10053,11933,1053,2844,336,306,4449,4379,3633,3611,365,399,217,394,17.72,10.47,23.83,2.92,3.34,2.56,40.15,44.26,36.7,32.95,36.14,30.26,3.47,3.63,3.34,2.78,2.16,3.3,0,0,23578,0,0,100,2113,958,1155,323,55,268,15.29,5.74,23.2,23578,554,22901,123,2.35,NA
Gandaki,Tanahu,Shuklagandaki,NP04,NP0440,NP0440301,15272,55620,25890,29730,3.6419591409114718,87.08375378405651,47153,21265,25888,21218,10977,10241,1556,782,774,7148,2483,4665,16475,6699,9776,756,324,432,55620,3800,4667,4966,5613,5219,4743,4406,4008,3447,2962,2901,2255,2077,1695,1243,823,443,219,85,48,25890,2094,2531,2557,2841,2360,1905,1798,1583,1444,1346,1348,1058,972,793,543,359,191,113,31,23,29730,1706,2136,2409,2772,2859,2838,2608,2425,2003,1616,1553,1197,1105,902,700,464,252,106,54,25,12904,6736,6168,6319,5844,325,254,58,36,94.26,93.81,94.75,4.49,4.82,4.12,0.73,0.86,0.58,42187,18708,23479,35549,17063,18486,84.27,91.21,78.73,13433,37631,4556,35.7,12.11,47.8,51820,23796,28024,1726,5039,835,674,10215,10160,9136,9586,1139,1241,745,1324,13.05,7.25,17.98,2.91,3.51,2.41,39.32,42.93,36.25,36.13,38.39,34.21,4.59,4.79,4.43,3.99,3.13,4.72,13486,21347,20787,24.25,38.38,37.37,5219,2360,2859,587,91,496,11.25,3.86,17.35,55620,1169,54360,91,2.1,NA
Gandaki,Tanahu,Bhimad,NP04,NP0440,NP0440304,7970,29248,13384,15864,3.669761606022585,84.36712052445789,24522,10909,13613,12801,6076,6725,362,212,150,4467,1710,2757,6708,2831,3877,184,80,104,29248,2201,2525,2577,2876,2524,2306,2098,1903,1649,1455,1509,1387,1323,1144,799,508,261,128,51,24,13384,1173,1302,1284,1392,1115,929,866,765,668,630,671,623,617,539,360,231,121,62,25,11,15864,1028,1223,1293,1484,1409,1377,1232,1138,981,825,838,764,706,605,439,277,140,66,26,13,6768,3393,3375,3186,3188,162,147,24,21,94.18,93.9,94.46,4.57,4.77,4.36,0.66,0.71,0.62,21945,9625,12320,16565,8233,8332,75.48,85.54,67.63,7303,19030,2915,38.38,15.32,53.69,27047,12211,14836,1419,3958,366,344,5688,5576,4148,4174,308,319,282,465,19.88,11.62,26.68,2.63,3,2.32,41.65,46.58,37.58,30.77,33.97,28.13,2.32,2.52,2.15,2.76,2.31,3.13,7253,0,21995,24.8,0,75.2,2524,1115,1409,434,60,374,17.19,5.38,26.54,29248,717,28425,106,2.45,NA
Gandaki,Tanahu,Ghiring,NP04,NP0440,NP0440402,3783,14334,6568,7766,3.789056304520222,84.57378315735257,12003,5341,6662,7424,3327,4097,394,200,194,2266,936,1330,1721,782,939,198,96,102,14334,1115,1216,1294,1436,1251,1022,866,800,723,743,912,782,739,587,434,231,106,47,23,7,6568,575,652,628,663,542,430,365,332,284,304,393,380,336,273,217,107,52,24,10,1,7766,540,564,666,773,709,592,501,468,439,439,519,402,403,314,217,124,54,23,13,6,3377,1687,1690,1542,1522,114,134,17,20,90.73,91.4,90.06,7.34,6.76,7.93,1.1,1.01,1.18,10709,4713,5996,7241,3663,3578,67.62,77.72,59.67,3625,9274,1435,39.09,15.47,54.56,13219,5993,7226,1065,2404,130,118,2896,2644,1532,1594,136,108,234,358,26.24,17.77,33.27,1.88,2.17,1.63,41.91,48.32,36.59,23.65,25.56,22.06,1.85,2.27,1.49,4.48,3.9,4.95,0,0,14334,0,0,100,1251,542,709,306,55,251,24.46,10.15,35.4,14334,413,13860,61,2.88,NA
Gandaki,Tanahu,Rhishing,NP04,NP0440,NP0440403,4669,17918,8208,9710,3.8376526022702935,84.53141091658084,15380,6970,8410,9148,4189,4959,426,237,189,2277,963,1314,3395,1540,1855,134,41,93,17918,1203,1335,1651,1930,1543,1296,898,940,1037,1006,1166,971,868,796,606,335,199,84,43,11,8208,600,638,792,875,687,581,399,363,439,435,545,473,401,396,269,162,94,36,22,1,9710,603,697,859,1055,856,715,499,577,598,571,621,498,467,400,337,173,105,48,21,10,4151,1969,2182,1793,1977,128,165,41,33,90.82,91.06,90.6,7.06,6.5,7.56,1.78,2.08,1.51,13729,6178,7551,9071,4777,4294,66.07,77.32,56.87,4189,11655,2074,35.94,17.79,53.74,16715,7608,9107,1446,3282,158,155,3796,3453,1844,1798,147,127,217,292,28.29,19.01,36.04,1.87,2.08,1.7,43.37,49.89,37.92,21.79,24.24,19.74,1.64,1.93,1.39,3.05,2.85,3.21,0,0,17918,0,0,100,1543,687,856,319,47,272,20.67,6.84,31.78,17918,756,17091,71,4.22,NA
Gandaki,Tanahu,Devghat,NP04,NP0440,NP0440406,3670,14584,6973,7611,3.973841961852861,91.61739587439233,12392,5860,6532,6087,3288,2799,411,268,143,2169,711,1458,3579,1528,2051,146,65,81,14584,1059,1133,1305,1335,1283,1162,997,876,861,798,901,718,578,511,453,313,172,72,37,20,6973,549,564,641,652,598,570,470,392,384,349,446,354,265,249,219,137,78,31,18,7,7611,510,569,664,683,685,592,527,484,477,449,455,364,313,262,234,176,94,41,19,13,3250,1598,1652,1434,1484,131,127,25,31,89.78,89.74,89.83,7.94,8.2,7.69,1.72,1.56,1.88,11087,5219,5868,7828,4234,3594,70.61,81.13,61.25,3497,9509,1578,36.78,16.59,53.37,13525,6424,7101,1011,2295,138,146,3222,2668,1600,1457,234,140,219,395,24.44,15.74,32.32,2.1,2.15,2.06,43.55,50.16,37.57,22.6,24.91,20.52,2.77,3.64,1.97,4.54,3.41,5.56,0,0,14584,0,0,100,1283,598,685,235,43,192,18.32,7.19,28.03,14584,545,14014,25,3.74,NA
Gandaki,Tanahu,Bandipur,NP04,NP0440,NP0440404,5208,18532,8882,9650,3.5583717357910905,92.04145077720207,15816,7419,8397,8357,4341,4016,314,167,147,2423,910,1513,4523,1927,2596,199,74,125,18532,1243,1473,1634,1748,1525,1483,1368,1282,1200,1052,1086,913,815,626,487,298,184,80,23,12,8882,690,773,835,882,733,638,598,552,538,463,544,461,390,280,239,136,82,37,10,1,9650,553,700,799,866,792,845,770,730,662,589,542,452,425,346,248,162,102,43,13,11,4122,2111,2011,1940,1862,133,118,32,21,92.24,91.9,92.59,6.09,6.3,5.87,1.29,1.52,1.04,14182,6584,7598,10772,5667,5105,75.96,86.07,67.19,4350,12472,1710,34.88,13.71,48.59,17289,8192,9097,988,2522,225,212,3880,3427,2518,2284,344,317,237,335,20.3,12.06,27.72,2.53,2.75,2.33,42.26,47.36,37.67,27.77,30.74,25.11,3.82,4.2,3.48,3.31,2.89,3.68,3978,0,14554,21.47,0,78.53,1525,733,792,227,34,193,14.89,4.64,24.37,18532,645,17765,122,3.48,NA
Gandaki,Tanahu,Aanbu Khaireni,NP04,NP0440,NP0440405,6136,22252,10617,11635,3.626466753585398,91.25053717232488,18740,8742,9998,8990,4980,4010,733,391,342,2886,981,1905,5987,2313,3674,144,77,67,22252,1600,1912,2078,2010,1974,1987,1924,1677,1419,1183,1162,886,809,652,483,254,113,73,33,23,10617,866,1009,1071,999,911,823,780,759,652,568,575,429,399,308,237,133,48,33,9,8,11635,734,903,1007,1011,1063,1164,1144,918,767,615,587,457,410,344,246,121,65,40,24,15,5193,2691,2502,2504,2347,152,127,22,18,93.41,93.05,93.8,5.37,5.65,5.08,0.77,0.82,0.72,16662,7671,8991,13094,6576,6518,78.59,85.73,72.49,5590,15031,1631,37.19,10.85,48.04,20652,9751,10901,1153,2524,306,253,4612,4335,2997,3020,427,459,256,310,17.8,11.82,23.15,2.71,3.14,2.32,43.32,47.3,39.77,29.14,30.74,27.7,4.29,4.38,4.21,2.74,2.63,2.84,9440,0,12812,42.42,0,57.58,1974,911,1063,237,44,193,12.01,4.83,18.16,22252,975,21245,32,4.38,NA
Gandaki,Nawalparasi East,Gaidakot,NP04,NP0447,NP0447304,20191,79349,37929,41420,3.92991927096231,91.57170449058427,67261,31425,35836,25848,15307,10541,2178,1055,1123,9931,3424,6507,28602,11322,17280,702,317,385,79349,5517,6571,6815,7769,7931,6888,6332,5983,5424,4406,4212,2975,2676,2112,1499,1101,622,304,128,84,37929,2965,3539,3647,4025,3655,2930,2653,2472,2426,2086,2039,1451,1262,997,731,503,318,152,52,26,41420,2552,3032,3168,3744,4276,3958,3679,3511,2998,2320,2173,1524,1414,1115,768,598,304,152,76,58,17820,9516,8304,8956,7881,420,322,108,68,94.48,94.12,94.91,4.16,4.41,3.88,0.99,1.13,0.82,60446,27778,32668,49667,24752,24915,82.17,89.11,76.27,18903,54596,5850,34.62,10.72,45.34,73832,34964,38868,3223,7886,1105,960,13360,12286,13818,14078,2669,2323,789,1335,15.05,9.22,20.29,2.8,3.16,2.47,34.74,38.21,31.61,37.78,39.52,36.22,6.76,7.63,5.98,2.88,2.26,3.43,35926,34446,8977,45.28,43.41,11.31,7931,3655,4276,760,121,639,9.58,3.31,14.94,79349,2015,77192,142,2.54,NA
Gandaki,Nawalparasi East,Bulingtar,NP04,NP0447,NP0447402,3402,14637,7040,7597,4.302469135802469,92.66815848361195,12454,5897,6557,7210,3625,3585,88,53,35,1502,633,869,3374,1450,1924,280,136,144,14637,1043,1140,1429,1477,1368,1118,830,856,883,938,970,720,595,497,362,256,92,38,21,4,7040,555,588,696,678,653,539,385,360,374,437,454,361,314,251,182,131,51,19,10,2,7597,488,552,733,799,715,579,445,496,509,501,516,359,281,246,180,125,41,19,11,2,3472,1710,1762,1568,1599,115,141,20,12,91.22,91.7,90.75,7.37,6.73,8,0.92,1.17,0.68,11025,5201,5824,7417,4055,3362,67.27,77.97,57.73,3612,9755,1270,37.03,13.02,50.05,13594,6485,7109,1175,2477,156,114,3439,2926,1451,1270,121,59,143,263,26.86,18.12,34.84,1.99,2.41,1.6,46.82,53.03,41.16,20.02,22.37,17.86,1.32,1.87,0.83,2.99,2.21,3.7,0,0,14637,0,0,100,1368,653,715,321,68,253,23.46,10.41,35.38,14637,907,13665,65,6.2,NA
Gandaki,Nawalparasi East,Baudikali,NP04,NP0447,NP0447401,2913,11338,5180,6158,3.8922073463783042,84.11822020136408,9506,4225,5281,5917,2690,3227,125,69,56,1555,616,939,1897,844,1053,12,6,6,11338,892,940,1019,1009,985,830,742,640,696,598,710,617,561,467,288,191,92,30,18,13,5180,469,486,490,488,400,336,292,270,284,256,327,283,261,224,137,100,44,17,11,5,6158,423,454,529,521,585,494,450,370,412,342,383,334,300,243,151,91,48,13,7,8,2591,1279,1312,1158,1184,97,108,20,19,90.39,90.54,90.24,7.91,7.58,8.23,1.51,1.56,1.45,8487,3735,4752,5988,2981,3007,70.55,79.81,63.28,2851,7388,1099,38.59,14.88,53.47,10446,4711,5735,776,1768,158,155,2430,2258,1071,1118,98,76,178,360,24.35,16.47,30.83,3,3.35,2.7,44.88,51.58,39.37,20.96,22.73,19.49,1.67,2.08,1.33,5.15,3.78,6.28,0,0,11338,0,0,100,985,400,585,203,28,175,20.61,7,29.91,11338,520,10811,7,4.59,NA
Gandaki,Nawalparasi East,Hupsekot,NP04,NP0447,NP0447403,6179,26583,12153,14430,4.3021524518530505,84.22037422037421,22097,9783,12314,10959,4998,5961,656,367,289,5664,2202,3462,4394,2024,2370,424,192,232,26583,2028,2458,2807,2813,2476,2192,1991,1784,1650,1285,1322,1041,853,705,553,337,162,74,29,23,12153,1108,1262,1396,1331,1066,807,768,734,722,559,617,480,393,336,266,153,94,44,10,7,14430,920,1196,1411,1482,1410,1385,1223,1050,928,726,705,561,460,369,287,184,68,30,19,16,6941,3462,3479,3165,3162,241,271,48,35,91.15,91.42,90.89,7.38,6.96,7.79,1.2,1.39,1.01,19290,8387,10903,13633,6715,6918,70.67,80.06,63.45,7293,17407,1883,41.9,10.82,52.71,24555,11045,13510,1772,4051,452,383,5538,5257,2832,3168,178,199,273,452,23.71,16.04,29.99,3.4,4.09,2.83,43.96,50.14,38.91,24.43,25.64,23.45,1.54,1.61,1.47,2.95,2.47,3.35,0,5535,21048,0,20.82,79.18,2476,1066,1410,494,89,405,19.95,8.35,28.72,26583,873,25706,4,3.28,NA
Gandaki,Nawalparasi East,Devchuli,NP04,NP0447,NP0447303,14493,58003,27336,30667,4.002138963637618,89.13816154172237,48338,22102,26236,20220,11036,9184,1888,877,1011,8688,2980,5708,16783,6913,9870,759,296,463,58003,4400,5265,5296,5693,5246,5146,4887,4509,3787,2863,2909,2193,1844,1422,1103,794,375,165,69,37,27336,2377,2857,2816,2882,2317,1985,1981,1895,1691,1329,1382,1074,896,639,525,373,180,90,33,14,30667,2023,2408,2480,2811,2929,3161,2906,2614,2096,1534,1527,1119,948,783,578,421,195,75,36,23,13906,7394,6512,6898,6144,384,286,77,66,93.79,93.29,94.35,4.82,5.19,4.39,1.03,1.04,1.01,43042,19286,23756,34953,16880,18073,81.21,87.52,76.08,14961,39077,3965,38.29,10.15,48.43,53603,24959,28644,2544,5802,994,848,11123,10501,8406,9128,1242,1240,650,1125,15.57,10.19,20.26,3.44,3.98,2.96,40.34,44.57,36.66,32.71,33.68,31.87,4.63,4.98,4.33,3.31,2.6,3.93,5918,42161,9924,10.2,72.69,17.11,5246,2317,2929,709,113,596,13.52,4.88,20.35,58003,1809,56127,67,3.12,NA
Gandaki,Nawalparasi East,Kawasoti,NP04,NP0447,NP0447302,22166,86821,40523,46298,3.9168546422448793,87.52645902630783,72594,32893,39701,35208,18192,17016,2455,1152,1303,12440,4299,8141,21842,8993,12849,649,257,392,86821,6684,7543,7550,8433,8019,7806,7301,6832,5826,4375,4556,3287,2756,2181,1702,1075,520,240,95,40,40523,3594,4036,3999,4327,3486,3025,2832,2805,2496,2056,2189,1592,1257,1062,814,523,255,115,42,18,46298,3090,3507,3551,4106,4533,4781,4469,4027,3330,2319,2367,1695,1499,1119,888,552,265,125,53,22,20063,10657,9406,9990,8910,491,388,118,63,94.2,93.74,94.73,4.38,4.61,4.13,0.9,1.11,0.67,65044,28894,36150,53183,25653,27530,81.76,88.78,76.15,21777,59191,5853,36.79,9.89,46.68,80137,36929,43208,3415,8728,1547,1279,15684,14527,13363,14796,2031,2031,889,1847,15.15,9.25,20.2,3.53,4.19,2.96,37.7,42.47,33.62,35.14,36.19,34.24,5.07,5.5,4.7,3.41,2.41,4.27,29437,57384,0,33.91,66.09,0,8019,3486,4533,900,126,774,11.22,3.61,17.07,86821,2641,84128,52,3.04,NA
Gandaki,Nawalparasi East,Madhya Bindu,NP04,NP0447,NP0447301,15430,61091,27980,33111,3.959235255994815,84.5036392739573,50982,22646,28336,21667,11247,10420,2121,1103,1018,9186,3189,5997,17171,6739,10432,837,368,469,61091,4795,5314,5331,5930,5544,5189,4834,4368,3808,3135,3448,2527,2222,1792,1351,829,394,172,52,56,27980,2525,2809,2739,2928,2354,1910,1853,1756,1622,1448,1559,1192,1025,859,665,403,205,83,22,23,33111,2270,2505,2592,3002,3190,3279,2981,2612,2186,1687,1889,1335,1197,933,686,426,189,89,30,33,14133,7295,6838,6869,6480,338,299,59,35,94.45,94.16,94.76,4.51,4.63,4.37,0.67,0.81,0.51,45651,19907,25744,34650,16692,17958,75.9,83.85,69.76,15440,41005,4646,37.65,11.33,48.98,56296,25455,30841,3337,7896,1015,876,11724,10856,8012,8980,751,897,616,1336,19.95,13.11,25.6,3.36,3.99,2.84,40.11,46.06,35.2,30.18,31.48,29.12,2.93,2.95,2.91,3.47,2.42,4.33,6407,27757,26927,10.49,45.44,44.08,5544,2354,3190,800,111,689,14.43,4.72,21.6,61091,2179,58876,36,3.57,NA
Gandaki,Nawalparasi East,Binayi Tribeni,NP04,NP0447,NP0447404,9076,38370,18129,20241,4.227633318642574,89.56573291833408,31760,14604,17156,14512,7940,6572,1121,709,412,5160,1712,3448,10191,3937,6254,776,306,470,38370,3119,3491,3555,3849,3468,3315,3101,2787,2477,1904,1895,1440,1307,1090,781,428,213,92,36,22,18129,1653,1872,1793,1891,1523,1371,1324,1227,1103,896,890,660,620,538,379,206,109,52,12,10,20241,1466,1619,1762,1958,1945,1944,1777,1560,1374,1008,1005,780,687,552,402,222,104,40,24,12,9289,4792,4497,4469,4206,245,217,64,66,93.39,93.26,93.53,4.97,5.11,4.83,1.4,1.34,1.47,28205,12811,15394,22058,11053,11005,78.21,86.28,71.49,10165,25543,2662,39.8,10.42,50.22,35251,16476,18775,1832,4425,562,504,7944,7463,5311,5298,471,452,356,633,17.75,11.12,23.57,3.02,3.41,2.68,43.71,48.22,39.75,30.1,32.23,28.22,2.62,2.86,2.41,2.81,2.16,3.37,0,4304,34066,0,11.22,88.78,3468,1523,1945,562,81,481,16.21,5.32,24.73,38370,1116,37161,93,2.91,NA
Gandaki,Syangja,Putalibazar,NP04,NP0441,NP0441301,11881,41743,19266,22477,3.5134247958926017,85.71428571428571,36076,16213,19863,14044,7009,7035,1339,717,622,8806,3304,5502,11331,4938,6393,556,245,311,41743,2574,3093,3441,3579,3381,3236,2913,2808,2646,2349,2629,2145,2141,1719,1341,894,475,214,122,43,19266,1362,1691,1766,1826,1512,1319,1187,1157,1100,996,1186,962,994,774,595,436,240,99,48,16,22477,1212,1402,1675,1753,1869,1917,1726,1651,1546,1353,1443,1183,1147,945,746,458,235,115,74,27,8633,4521,4112,4321,3931,158,135,26,35,95.59,95.58,95.6,3.39,3.49,3.28,0.71,0.58,0.85,32635,14447,18188,26038,12855,13183,79.79,88.98,72.48,9108,27827,4808,32.73,17.28,50.01,39169,17904,21265,1645,5045,457,429,6728,6694,7447,7350,1239,1043,388,704,17.08,9.19,23.72,2.26,2.55,2.02,34.27,37.58,31.48,37.78,41.59,34.56,5.83,6.92,4.9,2.79,2.17,3.31,6623,17838,17282,15.87,42.73,41.4,3381,1512,1869,338,24,314,10,1.59,16.8,41743,829,40904,10,1.99,NA
